YearMonth,PracticeCode,NumberOfPatients
202506,P81076,10803
202506,P81077,10970
202506,P81078,12018
202506,P81079,12891
202506,P81081,6135
202506,P81082,10794
202506,P81083,8648
202506,P81084,8254
202506,P81086,9733
202506,P81087,11554
202506,P81088,6975
202506,P81089,12407
202506,P81092,7656
202506,P81095,8610
202506,P81096,6996
202506,P81099,10818
202506,P81100,15681
202506,P81103,11945
202506,P81107,8176
202506,P81112,16865
202506,P81113,7510
202506,P81115,16972
202506,P81117,5561
202506,P81118,9928
202506,P81119,10790
202506,P81123,12918
202506,P81125,10151
202506,P81127,9701
202506,P81128,9852
202506,P81129,12024
202506,P81130,13840
202506,P81132,9385
202506,P81133,8976
202506,P81136,2894
202506,P81137,6858
202506,P81138,3257
202506,P81140,15452
202506,P81143,11637
202506,P81147,4961
202506,P81149,9026
202506,P81150,12205
202506,P81154,8078
202506,P81155,6094
202506,P81157,11352
202506,P81159,12189
202506,P81160,16249
202506,P81165,2751
202506,P81166,2339
202506,P81167,5937
202506,P81169,6728
202506,P81170,11113
202506,P81171,4602
202506,P81172,12253
202506,P81179,6468
202506,P81180,3460
202506,P81181,5322
202506,P81182,6611
202506,P81184,9083
202506,P81185,10627
202506,P81186,4745
202506,P81191,9842
202506,P81196,36070
202506,P81197,5031
202506,P81201,6069
202506,P81208,18113
202506,P81212,6186
202506,P81213,17225
202506,P81214,4732
202506,P81218,6130
202506,P81620,1483
202506,P81622,11496
202506,P81633,3812
202506,P81646,4222
202506,P81647,4313
202506,P81655,10420
202506,P81664,18332
202506,P81668,6378
202506,P81674,5686
202506,P81681,13786
202506,P81683,7709
202506,P81685,4424
202506,P81686,2552
202506,P81687,2082
202506,P81692,2041
202506,P81694,5402
202506,P81695,6424
202506,P81699,2248
202506,P81701,2989
202506,P81704,11049
202506,P81707,5304
202506,P81709,6061
202506,P81710,10014
202506,P81711,2829
202506,P81714,5818
202506,P81721,2510
202506,P81724,2724
202506,P81726,1644
202506,P81730,9002
202506,P81731,2642
202506,P81732,4627
202506,P81734,19549
202506,P81735,3359
202506,P81736,4117
202506,P81740,11030
202506,P81741,2406
202506,P81742,2619
202506,P81748,7523
202506,P81755,8841
202506,P81757,3581
202506,P81770,7608
202506,P81771,9445
202506,P81780,5751
202506,P82001,10283
202506,P82002,7276
202506,P82003,15164
202506,P82004,9782
202506,P82005,7161
202506,P82006,10331
202506,P82007,13377
202506,P82008,14719
202506,P82009,7653
202506,P82010,8123
202506,P82011,6969
202506,P82012,6156
202506,P82013,3897
202506,P82014,6508
202506,P82015,20288
202506,P82016,12038
202506,P82018,7394
202506,P82020,4754
202506,P82021,7021
202506,P82022,5437
202506,P82023,8705
202506,P82025,4530
202506,P82029,3637
202506,P82030,3998
202506,P82031,10704
202506,P82033,2043
202506,P82034,3999
202506,P82036,2916
202506,P82037,4581
202506,P82607,5969
202506,P82609,6366
202506,P82613,5071
202506,P82616,3967
202506,P82624,3541
202506,P82625,2390
202506,P82626,5178
202506,P82627,4162
202506,P82629,2056
202506,P82633,2515
202506,P82634,4141
202506,P82640,5161
202506,P82643,7483
202506,P82652,4351
202506,P82660,3636
202506,P83001,14160
202506,P83004,7870
202506,P83005,4604
202506,P83006,8142
202506,P83007,11014
202506,P83009,7648
202506,P83010,3667
202506,P83011,7261
202506,P83012,48294
202506,P83015,7431
202506,P83017,6988
202506,P83021,10021
202506,P83024,4536
202506,P83025,8978
202506,P83027,1831
202506,P83603,9231
202506,P83605,7584
202506,P83608,6396
202506,P83609,3906
202506,P83611,4606
202506,P83612,5380
202506,P83620,5263
202506,P83621,3079
202506,P83623,4876
202506,P84004,8709
202506,P84005,14786
202506,P84009,11413
202506,P84010,10353
202506,P84012,8683
202506,P84014,5368
202506,P84016,9260
202506,P84017,12777
202506,P84018,4154
202506,P84019,10731
202506,P84020,9771
202506,P84021,9334
202506,P84022,6256
202506,P84023,9640
202506,P84024,8140
202506,P84025,7615
202506,P84026,9659
202506,P84027,8185
202506,P84028,10437
202506,P84029,10612
202506,P84030,13425
202506,P84032,6017
202506,P84033,4428
202506,P84034,16253
202506,P84035,16609
202506,P84037,6268
202506,P84038,13559
202506,P84039,12950
202506,P84040,7664
202506,P84041,7810
202506,P84042,11065
202506,P84043,9743
202506,P84045,5316
202506,P84046,20489
202506,P84047,5720
202506,P84048,6883
202506,P84049,11453
202506,P84050,7868
202506,P84051,5781
202506,P84052,7562
202506,P84053,7890
202506,P84054,6378
202506,P84056,4385
202506,P84059,9024
202506,P84061,6162
202506,P84064,12293
202506,P84065,4479
202506,P84066,7639
202506,P84067,8700
202506,P84068,22343
202506,P84070,8475
202506,P84071,4696
202506,P84072,33575
202506,P84074,11084
202506,P84605,2028
202506,P84611,7844
202506,P84626,5818
202506,P84630,23265
202506,P84635,5250
202506,P84637,2898
202506,P84639,3669
202506,P84644,7290
202506,P84645,6427
202506,P84650,6176
202506,P84651,5778
202506,P84663,5753
202506,P84665,4975
202506,P84669,17920
202506,P84672,3708
202506,P84673,13616
202506,P84678,16027
202506,P84679,2220
202506,P84683,13885
202506,P84684,6345
202506,P84689,13593
202506,P84690,2834
202506,P85002,6764
202506,P85003,6138
202506,P85004,6232
202506,P85005,9419
202506,P85007,4014
202506,P85010,14040
202506,P85011,12695
202506,P85012,5905
202506,P85013,21275
202506,P85014,6560
202506,P85015,7567
202506,P85016,14020
202506,P85017,9213
202506,P85018,4415
202506,P85019,6819
202506,P85020,7519
202506,P85021,10174
202506,P85022,5066
202506,P85026,16082
202506,P85601,3145
202506,P85605,7675
202506,P85606,6874
202506,P85608,2475
202506,P85610,7629
202506,P85612,4036
202506,P85614,4749
202506,P85615,11881
202506,P85622,11078
202506,P86001,8102
202506,P86002,1798
202506,P86003,10668
202506,P86004,8924
202506,P86005,6207
202506,P86006,17085
202506,P86007,13803
202506,P86008,10297
202506,P86009,10451
202506,P86010,8593
202506,P86011,8521
202506,P86012,9000
202506,P86013,6149
202506,P86014,7968
202506,P86015,5976
202506,P86016,8737
202506,P86017,4758
202506,P86018,8622
202506,P86019,9880
202506,P86021,3727
202506,P86022,8772
202506,P86023,9513
202506,P86026,7566
202506,P86602,3420
202506,P86606,4317
202506,P86608,4330
202506,P86609,2493
202506,P86614,4720
202506,P86619,6494
202506,P86620,2895
202506,P86624,4251
202506,P87002,11518
202506,P87004,14711
202506,P87008,8781
202506,P87015,7846
202506,P87016,13690
202506,P87017,4877
202506,P87019,12871
202506,P87020,15898
202506,P87022,2181
202506,P87024,11710
202506,P87025,10154
202506,P87026,13694
202506,P87027,18684
202506,P87028,9788
202506,P87032,6359
202506,P87035,11712
202506,P87040,8606
202506,P87610,12645
202506,P87613,4778
202506,P87620,9408
202506,P87624,5114
202506,P87625,2757
202506,P87627,3434
202506,P87630,3163
202506,P87634,10837
202506,P87639,4266
202506,P87648,7972
202506,P87649,6177
202506,P87651,4300
202506,P87654,11572
202506,P87657,4257
202506,P87658,3768
202506,P87661,2399
202506,P88002,6306
202506,P88003,9720
202506,P88005,11454
202506,P88006,11486
202506,P88007,14693
202506,P88008,8541
202506,P88009,3154
202506,P88011,10602
202506,P88012,7850
202506,P88013,12481
202506,P88014,4914
202506,P88015,12073
202506,P88016,13709
202506,P88017,6630
202506,P88018,10390
202506,P88019,5494
202506,P88020,11727
202506,P88021,6901
202506,P88023,7519
202506,P88024,10268
202506,P88025,10476
202506,P88026,54347
202506,P88031,5875
202506,P88041,8505
202506,P88042,6951
202506,P88043,9522
202506,P88044,5404
202506,P88606,5780
202506,P88615,3449
202506,P88623,7464
202506,P88625,7761
202506,P88632,18300
202506,P89002,20327
202506,P89003,10012
202506,P89004,6249
202506,P89005,8390
202506,P89006,11375
202506,P89007,7793
202506,P89008,17025
202506,P89010,7546
202506,P89011,5295
202506,P89012,6815
202506,P89013,4970
202506,P89014,12715
202506,P89015,20953
202506,P89016,8014
202506,P89018,8585
202506,P89020,7676
202506,P89021,11127
202506,P89022,3325
202506,P89023,5861
202506,P89025,2921
202506,P89026,6401
202506,P89029,7414
202506,P89030,3919
202506,P89602,3817
202506,P89609,4895
202506,P89612,2247
202506,P89613,3559
202506,P89618,3122
202506,P91003,7921
202506,P91004,8558
202506,P91006,13236
202506,P91007,6348
202506,P91008,6234
202506,P91009,10939
202506,P91011,5554
202506,P91012,7508
202506,P91013,11456
202506,P91014,16374
202506,P91016,9415
202506,P91017,8864
202506,P91018,14819
202506,P91019,3696
202506,P91020,9502
202506,P91021,15204
202506,P91026,6558
202506,P91029,11862
202506,P91035,13569
202506,P91603,7575
202506,P91604,16510
202506,P91617,2383
202506,P91623,7666
202506,P91627,8744
202506,P91629,15234
202506,P91631,3675
202506,P92001,5571
202506,P92002,5156
202506,P92003,9684
202506,P92004,7354
202506,P92005,4263
202506,P92006,6138
202506,P92007,6279
202506,P92008,8755
202506,P92010,11594
202506,P92011,8000
202506,P92012,4512
202506,P92014,13390
202506,P92015,6080
202506,P92016,19110
202506,P92017,13317
202506,P92019,10466
202506,P92020,5012
202506,P92021,6074
202506,P92023,8872
202506,P92024,5161
202506,P92026,7436
202506,P92028,4810
202506,P92029,4449
202506,P92030,4482
202506,P92031,4646
202506,P92033,4777
202506,P92034,5537
202506,P92038,3204
202506,P92041,8482
202506,P92042,9041
202506,P92602,2457
202506,P92605,7972
202506,P92607,7892
202506,P92615,4846
202506,P92620,8073
202506,P92621,4353
202506,P92626,6360
202506,P92630,2951
202506,P92633,3536
202506,P92634,4911
202506,P92635,1990
202506,P92637,4105
202506,P92639,3087
202506,P92642,5390
202506,P92646,3581
202506,P92647,6447
202506,P92648,5703
202506,P92651,5641
202506,Y00020,8713
202506,Y00026,2665
202506,Y00033,6832
202506,Y00049,333
202506,Y00050,7036
202506,Y00054,116
202506,Y00056,730
202506,Y00057,15500
202506,Y00060,562
202506,Y00078,5417
202506,Y00080,7111
202506,Y00081,19
202506,Y00090,8298
202506,Y00137,32775
202506,Y00140,2147
202506,Y00155,10815
202506,Y00159,31769
202506,Y00182,1037
202506,Y00184,9701
202506,Y00185,11523
202506,Y00186,1743
202506,Y00200,4425
202506,Y00206,10072
202506,Y00228,2518
202506,Y00230,1
202506,Y00252,3107
202506,Y00265,16075
202506,Y00278,3731
202506,Y00286,3378
202506,Y00293,9405
202506,Y00297,4902
202506,Y00312,4609
202506,Y00316,5528
202506,Y00344,1647
202506,Y00347,5496
202506,Y00351,12193
202506,Y00352,23644
202506,Y00361,45
202506,Y00399,4051
202506,Y00403,7865
202506,Y00411,11795
202506,Y00412,5775
202506,Y00437,10652
202506,Y00445,19425
202506,Y00446,3160
202506,Y00469,11925
202506,Y00471,7817
202506,Y00475,5298
202506,Y00486,7545
202506,Y00492,8935
202506,Y00507,3650
202506,Y00560,17626
202506,Y00568,4857
202506,Y00612,4788
202506,Y00726,5606
202506,Y00758,2562
202506,Y00774,5171
202506,Y00902,3502
202506,Y00918,6769
202506,Y00969,11785
202506,Y00996,4188
202506,Y00999,11634
202506,Y01008,54572
202506,Y01011,11086
202506,Y01050,7577
202506,Y01051,8569
202506,Y01057,1166
202506,Y01066,8936
202506,Y01068,4903
202506,Y01090,8517
202506,Y01108,3830
202506,Y01118,3458
202506,Y01127,6473
202506,Y01132,13086
202506,Y01163,3969
202506,Y01206,9949
202506,Y01221,3351
202506,Y01262,35
202506,Y01280,2410
202506,Y01281,4593
202506,Y01291,10411
202506,Y01652,6147
202506,Y01655,10032
202506,Y01690,7156
202506,Y01695,4191
202506,Y01719,9213
202506,Y01756,6229
202506,Y01794,15029
202506,Y01795,8239
202506,Y01812,11293
202506,Y01839,7354
202506,Y01845,48
202506,Y01922,11948
202506,Y01924,72
202506,Y01929,52455
202506,Y01948,2490
202506,Y01964,28671
202506,Y02002,21103
202506,Y02045,7
202506,Y02117,15716
202506,Y02177,6845
202506,Y02212,2716
202506,Y02274,3888
202506,Y02319,7825
202506,Y02321,5752
202506,Y02322,9619
202506,Y02325,5372
202506,Y02332,18265
202506,Y02342,9821
202506,Y02354,9175
202506,Y02378,6358
202506,Y02423,44327
202506,Y02463,12289
202506,Y02466,12266
202506,Y02469,9927
202506,Y02476,14333
202506,Y02494,8556
202506,Y02510,6797
202506,Y02517,17376
202506,Y02519,9970
202506,Y02520,5350
202506,Y02521,10296
202506,Y02526,86
202506,Y02567,6494
202506,Y02571,8503
202506,Y02575,22413
202506,Y02578,12241
202506,Y02586,5298
202506,Y02589,10478
202506,Y02594,2960
202506,Y02605,3744
202506,Y02606,6153
202506,Y02611,16339
202506,Y02622,16111
202506,Y02625,1225
202506,Y02626,4663
202506,Y02627,12076
202506,Y02633,5877
202506,Y02636,6957
202506,Y02639,9794
202506,Y02645,12
202506,Y02646,10578
202506,Y02653,4335
202506,Y02657,8344
202506,Y02663,4390
202506,Y02669,5168
202506,Y02671,18455
202506,Y02672,13649
202506,Y02674,578
202506,Y02676,9535
202506,Y02684,3788
202506,Y02686,8938
202506,Y02692,15983
202506,Y02701,8587
202506,Y02707,6840
202506,Y02713,4620
202506,Y02718,4501
202506,Y02720,4523
202506,Y02721,4994
202506,Y02736,7149
202506,Y02751,11228
202506,Y02753,5922
202506,Y02755,9959
202506,Y02757,13604
202506,Y02767,6583
202506,Y02769,8251
202506,Y02787,7210
202506,Y02790,7588
202506,Y02794,12539
202506,Y02795,5142
202506,Y02807,12973
202506,Y02811,12156
202506,Y02827,5056
202506,Y02842,8598
202506,Y02847,10170
202506,Y02849,15150
202506,Y02867,4774
202506,Y02873,78
202506,Y02875,4860
202506,Y02885,4141
202506,Y02886,4539
202506,Y02890,6832
202506,Y02893,22188
202506,Y02900,22309
202506,Y02906,9929
202506,Y02928,23393
202506,Y02933,8580
202506,Y02936,3529
202506,Y02946,8631
202506,Y02960,6290
202506,Y02973,9052
202506,Y02974,12578
202506,Y02986,5218
202506,Y02987,32610
202506,Y03023,33016
202506,Y03035,21695
202506,Y03049,17395
202506,Y03052,14805
202506,Y03063,8172
202506,Y03079,16126
202506,Y03103,304
202506,Y03124,5697
202506,Y03135,9214
202506,Y03222,6646
202506,Y03303,16
202506,Y03366,5653
202506,Y03402,19328
202506,Y03441,9528
202506,Y03528,24
202506,Y03584,107
202506,Y03595,6919
202506,Y03597,7514
202506,Y03602,6080
202506,Y03663,9617
202506,Y03664,8559
202506,Y03755,13939
202506,Y04225,1191
202506,Y04266,3996
202506,Y04273,20284
202506,Y04543,44
202506,Y04662,5955
202506,Y04664,4401
202506,Y04809,2466
202506,Y04882,3242
202506,Y04884,3291
202506,Y04925,8143
202506,Y04957,32835
202506,Y04965,22009
202506,Y04969,4958
202506,Y04977,5582
202506,Y04995,19026
202506,Y05023,5040
202506,Y05080,3083
202506,Y05167,13219
202506,Y05212,6008
202506,Y05248,3336
202506,Y05286,17288
202506,Y05291,17
202506,Y05317,7340
202506,Y05318,5766
202506,Y05330,4790
202506,Y05346,3590
202506,Y05349,5664
202506,Y05363,3137
202506,Y05364,3562
202506,Y05369,6620
202506,Y05412,5
202506,Y05622,5359
202506,Y05690,7167
202506,Y05733,6563
202506,Y05750,120
202506,Y05788,570
202506,Y05826,6496
202506,Y05857,136
202506,Y06007,8607
202506,Y06095,21
202506,Y06113,460
202506,Y06218,9807
202506,Y06275,6237
202506,Y06345,1448
202506,Y06356,9541
202506,Y06378,6892
202506,Y06389,1092
202506,Y06443,12813
202506,Y06499,254
202506,Y06545,190
202506,Y06592,199
202506,Y06620,7
202506,Y06659,3391
202506,Y06792,7546
202506,Y06810,15120
202506,Y06826,2
202506,Y07014,14086
202506,Y07016,16
202506,Y07020,496
202506,Y07025,8207
202506,Y07040,105
202506,Y07057,12158
202506,Y07059,19238
202506,Y07060,24738
202506,Y07275,2866
202506,Y07377,176
202506,Y07697,66
202506,Y07819,48
202506,Y08082,8
202506,Y08186,29
202506,Y08371,3261
202506,Y08402,35
202506,Y08411,306
202507,A81001,3874
202507,A81002,18735
202507,A81004,11327
202507,A81005,7615
202507,A81006,14649
202507,A81007,10587
202507,A81009,8064
202507,A81011,11888
202507,A81012,5682
202507,A81013,7699
202507,A81014,4148
202507,A81016,12349
202507,A81017,18356
202507,A81018,10233
202507,A81019,8865
202507,A81020,7895
202507,A81021,22892
202507,A81022,9381
202507,A81023,8567
202507,A81025,4087
202507,A81026,20944
202507,A81027,14394
202507,A81029,7053
202507,A81030,16822
202507,A81031,13668
202507,A81032,11629
202507,A81034,20913
202507,A81035,9723
202507,A81036,16291
202507,A81037,6506
202507,A81038,3772
202507,A81039,12853
202507,A81040,8541
202507,A81041,9419
202507,A81042,15480
202507,A81044,19047
202507,A81045,6247
202507,A81046,12299
202507,A81048,7041
202507,A81049,6445
202507,A81051,7281
202507,A81052,9967
202507,A81053,5846
202507,A81054,8529
202507,A81056,2364
202507,A81057,9976
202507,A81058,9255
202507,A81060,6312
202507,A81063,5368
